party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent
ID,167981,DEC,2024-04-11T12:13:57,19,18,12,10,49,FOR,19,0.6122448979591837
Non-attached,167981,DEC,2024-04-11T12:13:57,20,13,3,15,36,FOR,20,0.4444444444444444
Renew,167981,DEC,2024-04-11T12:13:57,89,0,0,13,89,FOR,89,0.0
S&D,167981,DEC,2024-04-11T12:13:57,100,19,0,20,119,FOR,100,0.15966386554621848
ECR,167997,DEC,2024-04-11T12:01:20,53,8,0,7,61,FOR,53,0.1311475409836066
EPP,167997,DEC,2024-04-11T12:01:20,145,0,0,32,145,FOR,145,0.0
GUE/NGL,167997,DEC,2024-04-11T12:01:20,33,0,0,4,33,FOR,33,0.0
Greens/EFA,167997,DEC,2024-04-11T12:01:20,63,0,0,9,63,FOR,63,0.0
ID,167997,DEC,2024-04-11T12:01:20,0,48,0,11,48,AGAINST,48,0.0
Non-attached,167997,DEC,2024-04-11T12:01:20,29,5,0,17,34,FOR,29,0.1470588235294118
Renew,167997,DEC,2024-04-11T12:01:20,90,1,0,11,91,FOR,90,0.01098901098901095
S&D,167997,DEC,2024-04-11T12:01:20,114,0,0,25,114,FOR,114,0.0
ECR,168002,DEC,2024-04-11T12:06:41,14,45,2,7,61,AGAINST,45,0.2622950819672131
EPP,168002,DEC,2024-04-11T12:06:41,146,0,0,31,146,FOR,146,0.0
GUE/NGL,168002,DEC,2024-04-11T12:06:41,23,3,0,11,26,FOR,23,0.11538461538461542
Greens/EFA,168002,DEC,2024-04-11T12:06:41,63,0,0,9,63,FOR,63,0.0
ID,168002,DEC,2024-04-11T12:06:41,1,35,14,9,50,AGAINST,35,0.30000000000000004
Non-attached,168002,DEC,2024-04-11T12:06:41,28,4,2,17,34,FOR,28,0.17647058823529416
Renew,168002,DEC,2024-04-11T12:06:41,93,0,0,9,93,FOR,93,0.0
S&D,168002,DEC,2024-04-11T12:06:41,119,0,0,20,119,FOR,119,0.0
ECR,168005,DEC,2024-04-11T12:00:07,61,0,0,7,61,FOR,61,0.0
EPP,168005,DEC,2024-04-11T12:00:07,143,0,0,34,143,FOR,143,0.0
GUE/NGL,168005,DEC,2024-04-11T12:00:07,32,1,0,4,33,FOR,32,0.030303030303030276
Greens/EFA,168005,DEC,2024-04-11T12:00:07,64,0,0,8,64,FOR,64,0.0
ID,168005,DEC,2024-04-11T12:00:07,33,13,0,13,46,FOR,33,0.28260869565217395
Non-attached,168005,DEC,2024-04-11T12:00:07,30,5,1,15,36,FOR,30,0.16666666666666663
Renew,168005,DEC,2024-04-11T12:00:07,94,0,0,8,94,FOR,94,0.0
S&D,168005,DEC,2024-04-11T12:00:07,121,0,0,18,121,FOR,121,0.0
ECR,168014,DEC,2024-04-11T12:02:03,54,8,0,6,62,FOR,54,0.12903225806451613
EPP,168014,DEC,2024-04-11T12:02:03,148,0,0,29,148,FOR,148,0.0
GUE/NGL,168014,DEC,2024-04-11T12:02:03,33,0,0,4,33,FOR,33,0.0
Greens/EFA,168014,DEC,2024-04-11T12:02:03,65,0,0,7,65,FOR,65,0.0
ID,168014,DEC,2024-04-11T12:02:03,0,31,19,9,50,AGAINST,31,0.38
Non-attached,168014,DEC,2024-04-11T12:02:03,31,4,1,15,36,FOR,31,0.13888888888888884
Renew,168014,DEC,2024-04-11T12:02:03,93,0,0,9,93,FOR,93,0.0
S&D,168014,DEC,2024-04-11T12:02:03,123,0,0,16,123,FOR,123,0.0
ECR,168015,DEC,2024-04-11T12:03:25,55,7,0,6,62,FOR,55,0.11290322580645162
EPP,168015,DEC,2024-04-11T12:03:25,146,0,0,31,146,FOR,146,0.0
GUE/NGL,168015,DEC,2024-04-11T12:03:25,33,0,0,4,33,FOR,33,0.0
Greens/EFA,168015,DEC,2024-04-11T12:03:25,65,0,0,7,65,FOR,65,0.0
ID,168015,DEC,2024-04-11T12:03:25,19,3,26,11,48,ABSTENTION,26,0.45833333333333337
Non-attached,168015,DEC,2024-04-11T12:03:25,32,5,1,13,38,FOR,32,0.1578947368421053
Renew,168015,DEC,2024-04-11T12:03:25,92,0,0,10,92,FOR,92,0.0
S&D,168015,DEC,2024-04-11T12:03:25,120,0,0,19,120,FOR,120,0.0
ECR,168016,DEC,2024-04-11T12:02:48,56,0,4,8,60,FOR,56,0.06666666666666665
EPP,168016,DEC,2024-04-11T12:02:48,145,1,1,30,147,FOR,145,0.013605442176870763
GUE/NGL,168016,DEC,2024-04-11T12:02:48,33,0,0,4,33,FOR,33,0.0
Greens/EFA,168016,DEC,2024-04-11T12:02:48,63,0,0,9,63,FOR,63,0.0
ID,168016,DEC,2024-04-11T12:02:48,35,2,12,10,49,FOR,35,0.2857142857142857
Non-attached,168016,DEC,2024-04-11T12:02:48,33,5,0,13,38,FOR,33,0.13157894736842102
Renew,168016,DEC,2024-04-11T12:02:48,94,0,0,8,94,FOR,94,0.0
S&D,168016,DEC,2024-04-11T12:02:48,121,0,0,18,121,FOR,121,0.0
ECR,168054,RSP,2024-04-11T12:39:05,2,44,11,11,57,AGAINST,44,0.22807017543859653
EPP,168054,RSP,2024-04-11T12:39:05,43,70,11,53,124,AGAINST,70,0.4354838709677419
GUE/NGL,168054,RSP,2024-04-11T12:39:05,30,0,0,7,30,FOR,30,0.0
Greens/EFA,168054,RSP,2024-04-11T12:39:05,60,0,1,11,61,FOR,60,0.016393442622950838
ID,168054,RSP,2024-04-11T12:39:05,1,31,13,14,45,AGAINST,31,0.3111111111111111
Non-attached,168054,RSP,2024-04-11T12:39:05,14,13,1,23,28,FOR,14,0.5
Renew,168054,RSP,2024-04-11T12:39:05,81,3,1,17,85,FOR,81,0.04705882352941182
S&D,168054,RSP,2024-04-11T12:39:05,105,2,1,31,108,FOR,105,0.02777777777777779
ECR,168071,DEC,2024-04-11T11:59:13,51,8,3,6,62,FOR,51,0.17741935483870963
EPP,168071,DEC,2024-04-11T11:59:13,149,0,0,28,149,FOR,149,0.0
GUE/NGL,168071,DEC,2024-04-11T11:59:13,33,0,0,4,33,FOR,33,0.0
Greens/EFA,168071,DEC,2024-04-11T11:59:13,63,0,1,8,64,FOR,63,0.015625
ID,168071,DEC,2024-04-11T11:59:13,18,31,1,9,50,AGAINST,31,0.38
Non-attached,168071,DEC,2024-04-11T11:59:13,21,16,1,13,38,FOR,21,0.4473684210526315
Renew,168071,DEC,2024-04-11T11:59:13,93,0,0,9,93,FOR,93,0.0
S&D,168071,DEC,2024-04-11T11:59:13,122,0,0,17,122,FOR,122,0.0
ECR,168074,DEC,2024-04-11T11:26:39,1,59,0,8,60,AGAINST,59,0.01666666666666672
EPP,168074,DEC,2024-04-11T11:26:39,145,6,0,26,151,FOR,145,0.039735099337748325
GUE/NGL,168074,DEC,2024-04-11T11:26:39,1,30,2,4,33,AGAINST,30,0.09090909090909094
Greens/EFA,168074,DEC,2024-04-11T11:26:39,65,1,1,5,67,FOR,65,0.02985074626865669
ID,168074,DEC,2024-04-11T11:26:39,0,48,0,11,48,AGAINST,48,0.0
Non-attached,168074,DEC,2024-04-11T11:26:39,17,18,0,16,35,AGAINST,18,0.48571428571428577
Renew,168074,DEC,2024-04-11T11:26:39,92,0,0,10,92,FOR,92,0.0
S&D,168074,DEC,2024-04-11T11:26:39,117,5,2,15,124,FOR,117,0.056451612903225756
ECR,168122,DEC,2024-04-11T12:03:55,47,12,1,8,60,FOR,47,0.21666666666666667
EPP,168122,DEC,2024-04-11T12:03:55,145,0,0,32,145,FOR,145,0.0
GUE/NGL,168122,DEC,2024-04-11T12:03:55,31,2,0,4,33,FOR,31,0.06060606060606055
Greens/EFA,168122,DEC,2024-04-11T12:03:55,65,0,0,7,65,FOR,65,0.0
ID,168122,DEC,2024-04-11T12:03:55,0,48,1,10,49,AGAINST,48,0.020408163265306145
Non-attached,168122,DEC,2024-04-11T12:03:55,30,6,1,14,37,FOR,30,0.18918918918918914
Renew,168122,DEC,2024-04-11T12:03:55,91,1,0,10,92,FOR,91,0.010869565217391353
S&D,168122,DEC,2024-04-11T12:03:55,123,0,0,16,123,FOR,123,0.0
ECR,168154,DEC,2024-04-11T11:38:11,53,7,1,7,61,FOR,53,0.1311475409836066
EPP,168154,DEC,2024-04-11T11:38:11,147,1,1,28,149,FOR,147,0.01342281879194629
GUE/NGL,168154,DEC,2024-04-11T11:38:11,26,2,5,4,33,FOR,26,0.21212121212121215
Greens/EFA,168154,DEC,2024-04-11T11:38:11,67,0,0,5,67,FOR,67,0.0
ID,168154,DEC,2024-04-11T11:38:11,0,49,0,10,49,AGAINST,49,0.0
Non-attached,168154,DEC,2024-04-11T11:38:11,20,14,4,13,38,FOR,20,0.4736842105263158
Renew,168154,DEC,2024-04-11T11:38:11,91,0,0,11,91,FOR,91,0.0
S&D,168154,DEC,2024-04-11T11:38:11,123,0,0,16,123,FOR,123,0.0
ECR,168229,DEA,2024-04-11T11:24:37,42,17,1,8,60,FOR,42,0.30000000000000004
EPP,168229,DEA,2024-04-11T11:24:37,99,43,8,27,150,FOR,99,0.33999999999999997
GUE/NGL,168229,DEA,2024-04-11T11:24:37,0,32,1,4,33,AGAINST,32,0.030303030303030276
Greens/EFA,168229,DEA,2024-04-11T11:24:37,0,64,3,5,67,AGAINST,64,0.04477611940298509
ID,168229,DEA,2024-04-11T11:24:37,0,47,0,12,47,AGAINST,47,0.0
Non-attached,168229,DEA,2024-04-11T11:24:37,14,11,11,15,36,FOR,14,0.6111111111111112
Renew,168229,DEA,2024-04-11T11:24:37,12,77,4,9,93,AGAINST,77,0.17204301075268813
S&D,168229,DEA,2024-04-11T11:24:37,12,112,0,15,124,AGAINST,112,0.09677419354838712
ECR,168262,COD,2024-04-24T12:56:38,51,3,7,7,61,FOR,51,0.16393442622950816
EPP,168262,COD,2024-04-24T12:56:38,158,1,0,18,159,FOR,158,0.0062893081761006275
GUE/NGL,168262,COD,2024-04-24T12:56:38,31,1,0,5,32,FOR,31,0.03125
Greens/EFA,168262,COD,2024-04-24T12:56:38,68,0,0,4,68,FOR,68,0.0
ID,168262,COD,2024-04-24T12:56:38,45,1,4,9,50,FOR,45,0.09999999999999998
Non-attached,168262,COD,2024-04-24T12:56:38,37,1,0,12,38,FOR,37,0.02631578947368418
Renew,168262,COD,2024-04-24T12:56:38,97,0,0,5,97,FOR,97,0.0
S&D,168262,COD,2024-04-24T12:56:38,126,0,0,14,126,FOR,126,0.0
ECR,168264,COD,2024-04-24T17:52:23,20,29,9,10,58,AGAINST,29,0.5
EPP,168264,COD,2024-04-24T17:52:23,145,0,0,32,145,FOR,145,0.0
GUE/NGL,168264,COD,2024-04-24T17:52:23,23,5,3,6,31,FOR,23,0.25806451612903225
Greens/EFA,168264,COD,2024-04-24T17:52:23,61,4,0,7,65,FOR,61,0.06153846153846154
ID,168264,COD,2024-04-24T17:52:23,15,14,14,16,43,FOR,15,0.6511627906976745
Non-attached,168264,COD,2024-04-24T17:52:23,23,8,0,19,31,FOR,23,0.25806451612903225
Renew,168264,COD,2024-04-24T17:52:23,82,1,6,13,89,FOR,82,0.0786516853932584
S&D,168264,COD,2024-04-24T17:52:23,110,0,0,30,110,FOR,110,0.0
ECR,168266,COD,2024-04-24T17:32:27,52,2,4,10,58,FOR,52,0.10344827586206895
EPP,168266,COD,2024-04-24T17:32:27,130,18,1,28,149,FOR,130,0.12751677852348997
GUE/NGL,168266,COD,2024-04-24T17:32:27,0,31,0,6,31,AGAINST,31,0.0
Greens/EFA,168266,COD,2024-04-24T17:32:27,3,59,3,7,65,AGAINST,59,0.09230769230769231
ID,168266,COD,2024-04-24T17:32:27,35,1,11,12,47,FOR,35,0.25531914893617025
Non-attached,168266,COD,2024-04-24T17:32:27,23,9,1,17,33,FOR,23,0.303030303030303
Renew,168266,COD,2024-04-24T17:32:27,93,0,0,9,93,FOR,93,0.0
S&D,168266,COD,2024-04-24T17:32:27,112,2,0,26,114,FOR,112,0.01754385964912286
ECR,168268,COD,2024-04-24T12:43:21,58,2,1,7,61,FOR,58,0.049180327868852514
EPP,168268,COD,2024-04-24T12:43:21,154,0,4,19,158,FOR,154,0.025316455696202556
GUE/NGL,168268,COD,2024-04-24T12:43:21,30,0,2,5,32,FOR,30,0.0625
Greens/EFA,168268,COD,2024-04-24T12:43:21,68,0,0,4,68,FOR,68,0.0
ID,168268,COD,2024-04-24T12:43:21,17,25,8,9,50,AGAINST,25,0.5
Non-attached,168268,COD,2024-04-24T12:43:21,29,6,2,13,37,FOR,29,0.21621621621621623
Renew,168268,COD,2024-04-24T12:43:21,88,3,7,4,98,FOR,88,0.10204081632653061
S&D,168268,COD,2024-04-24T12:43:21,126,0,0,14,126,FOR,126,0.0
ECR,168270,COD,2024-04-24T12:53:07,40,9,12,7,61,FOR,40,0.34426229508196726
EPP,168270,COD,2024-04-24T12:53:07,149,9,2,17,160,FOR,149,0.06874999999999998
GUE/NGL,168270,COD,2024-04-24T12:53:07,32,0,0,5,32,FOR,32,0.0
Greens/EFA,168270,COD,2024-04-24T12:53:07,68,0,0,4,68,FOR,68,0.0
ID,168270,COD,2024-04-24T12:53:07,34,14,2,9,50,FOR,34,0.31999999999999995
Non-attached,168270,COD,2024-04-24T12:53:07,32,4,2,12,38,FOR,32,0.1578947368421053
Renew,168270,COD,2024-04-24T12:53:07,77,20,1,4,98,FOR,77,0.2142857142857143
S&D,168270,COD,2024-04-24T12:53:07,122,0,5,13,127,FOR,122,0.03937007874015752
ECR,168272,COD,2024-04-24T12:42:59,0,55,6,7,61,AGAINST,55,0.09836065573770492
EPP,168272,COD,2024-04-24T12:42:59,131,22,7,17,160,FOR,131,0.18125000000000002
GUE/NGL,168272,COD,2024-04-24T12:42:59,2,26,4,5,32,AGAINST,26,0.1875
Greens/EFA,168272,COD,2024-04-24T12:42:59,1,63,4,4,68,AGAINST,63,0.07352941176470584
ID,168272,COD,2024-04-24T12:42:59,0,50,0,9,50,AGAINST,50,0.0
Non-attached,168272,COD,2024-04-24T12:42:59,3,30,5,12,38,AGAINST,30,0.21052631578947367
Renew,168272,COD,2024-04-24T12:42:59,90,8,0,4,98,FOR,90,0.08163265306122447
S&D,168272,COD,2024-04-24T12:42:59,84,13,27,16,124,FOR,84,0.32258064516129037
ECR,168274,COD,2024-04-23T12:49:21,54,3,1,10,58,FOR,54,0.06896551724137934
EPP,168274,COD,2024-04-23T12:49:21,150,0,0,27,150,FOR,150,0.0
GUE/NGL,168274,COD,2024-04-23T12:49:21,18,0,12,7,30,FOR,18,0.4
Greens/EFA,168274,COD,2024-04-23T12:49:21,66,0,0,6,66,FOR,66,0.0
ID,168274,COD,2024-04-23T12:49:21,36,11,1,11,48,FOR,36,0.25
Non-attached,168274,COD,2024-04-23T12:49:21,27,4,3,16,34,FOR,27,0.20588235294117652
Renew,168274,COD,2024-04-23T12:49:21,93,0,0,9,93,FOR,93,0.0
S&D,168274,COD,2024-04-23T12:49:21,127,0,0,13,127,FOR,127,0.0
ECR,168276,COD,2024-04-24T17:33:44,58,0,0,10,58,FOR,58,0.0
EPP,168276,COD,2024-04-24T17:33:44,150,0,0,27,150,FOR,150,0.0
GUE/NGL,168276,COD,2024-04-24T17:33:44,14,14,3,6,31,FOR,14,0.5483870967741935
Greens/EFA,168276,COD,2024-04-24T17:33:44,64,0,1,7,65,FOR,64,0.01538461538461533
ID,168276,COD,2024-04-24T17:33:44,18,0,29,12,47,ABSTENTION,29,0.3829787234042553
Non-attached,168276,COD,2024-04-24T17:33:44,26,2,5,17,33,FOR,26,0.21212121212121215
Renew,168276,COD,2024-04-24T17:33:44,93,0,0,9,93,FOR,93,0.0
S&D,168276,COD,2024-04-24T17:33:44,112,0,1,27,113,FOR,112,0.008849557522123908
ECR,168278,COD,2024-04-24T17:51:06,42,6,9,11,57,FOR,42,0.26315789473684215
EPP,168278,COD,2024-04-24T17:51:06,145,0,0,32,145,FOR,145,0.0
GUE/NGL,168278,COD,2024-04-24T17:51:06,1,30,0,6,31,AGAINST,30,0.032258064516129004
Greens/EFA,168278,COD,2024-04-24T17:51:06,1,62,1,8,64,AGAINST,62,0.03125
ID,168278,COD,2024-04-24T17:51:06,29,14,0,16,43,FOR,29,0.32558139534883723
Non-attached,168278,COD,2024-04-24T17:51:06,18,8,5,19,31,FOR,18,0.4193548387096774
Renew,168278,COD,2024-04-24T17:51:06,87,3,0,12,90,FOR,87,0.033333333333333326
S&D,168278,COD,2024-04-24T17:51:06,101,7,2,30,110,FOR,101,0.08181818181818179
ECR,168282,COD,2024-04-24T13:10:16,43,15,1,9,59,FOR,43,0.27118644067796616
EPP,168282,COD,2024-04-24T13:10:16,142,1,7,27,150,FOR,142,0.053333333333333344
GUE/NGL,168282,COD,2024-04-24T13:10:16,16,4,12,5,32,FOR,16,0.5
Greens/EFA,168282,COD,2024-04-24T13:10:16,66,0,1,5,67,FOR,66,0.014925373134328401
ID,168282,COD,2024-04-24T13:10:16,17,30,1,11,48,AGAINST,30,0.375
Non-attached,168282,COD,2024-04-24T13:10:16,24,6,4,16,34,FOR,24,0.2941176470588235
Renew,168282,COD,2024-04-24T13:10:16,89,0,4,9,93,FOR,89,0.043010752688172005
S&D,168282,COD,2024-04-24T13:10:16,120,0,0,20,120,FOR,120,0.0
ECR,168286,COD,2024-04-24T17:38:43,51,1,6,10,58,FOR,51,0.12068965517241381
EPP,168286,COD,2024-04-24T17:38:43,146,0,1,30,147,FOR,146,0.006802721088435382
GUE/NGL,168286,COD,2024-04-24T17:38:43,5,0,26,6,31,ABSTENTION,26,0.16129032258064513
Greens/EFA,168286,COD,2024-04-24T17:38:43,65,0,1,6,66,FOR,65,0.015151515151515138
ID,168286,COD,2024-04-24T17:38:43,33,0,14,12,47,FOR,33,0.2978723404255319
Non-attached,168286,COD,2024-04-24T17:38:43,26,4,4,16,34,FOR,26,0.23529411764705888
Renew,168286,COD,2024-04-24T17:38:43,93,0,0,9,93,FOR,93,0.0
S&D,168286,COD,2024-04-24T17:38:43,111,0,1,28,112,FOR,111,0.008928571428571397
ECR,168292,COD,2024-04-23T13:00:27,36,9,13,10,58,FOR,36,0.3793103448275862
EPP,168292,COD,2024-04-23T13:00:27,139,1,9,28,149,FOR,139,0.06711409395973156
GUE/NGL,168292,COD,2024-04-23T13:00:27,0,28,1,8,29,AGAINST,28,0.03448275862068961
Greens/EFA,168292,COD,2024-04-23T13:00:27,4,58,5,5,67,AGAINST,58,0.13432835820895528
ID,168292,COD,2024-04-23T13:00:27,0,33,15,11,48,AGAINST,33,0.3125
Non-attached,168292,COD,2024-04-23T13:00:27,17,15,2,16,34,FOR,17,0.5
Renew,168292,COD,2024-04-23T13:00:27,84,2,4,12,90,FOR,84,0.06666666666666665
S&D,168292,COD,2024-04-23T13:00:27,87,15,20,18,122,FOR,87,0.28688524590163933
ECR,168295,COD,2024-04-23T12:31:53,57,0,1,10,58,FOR,57,0.017241379310344862
EPP,168295,COD,2024-04-23T12:31:53,150,0,0,27,150,FOR,150,0.0
GUE/NGL,168295,COD,2024-04-23T12:31:53,28,0,2,7,30,FOR,28,0.06666666666666665
Greens/EFA,168295,COD,2024-04-23T12:31:53,67,0,0,5,67,FOR,67,0.0
ID,168295,COD,2024-04-23T12:31:53,48,0,2,9,50,FOR,48,0.040000000000000036
Non-attached,168295,COD,2024-04-23T12:31:53,31,2,1,16,34,FOR,31,0.08823529411764708
Renew,168295,COD,2024-04-23T12:31:53,95,0,0,7,95,FOR,95,0.0
S&D,168295,COD,2024-04-23T12:31:53,128,0,0,12,128,FOR,128,0.0
ECR,168297,COD,2024-04-24T17:33:19,56,0,2,10,58,FOR,56,0.03448275862068961
EPP,168297,COD,2024-04-24T17:33:19,150,0,0,27,150,FOR,150,0.0
GUE/NGL,168297,COD,2024-04-24T17:33:19,15,14,2,6,31,FOR,15,0.5161290322580645
Greens/EFA,168297,COD,2024-04-24T17:33:19,65,1,0,6,66,FOR,65,0.015151515151515138
ID,168297,COD,2024-04-24T17:33:19,15,13,19,12,47,ABSTENTION,19,0.5957446808510638
Non-attached,168297,COD,2024-04-24T17:33:19,26,3,5,16,34,FOR,26,0.23529411764705888
Renew,168297,COD,2024-04-24T17:33:19,93,0,0,9,93,FOR,93,0.0
S&D,168297,COD,2024-04-24T17:33:19,113,0,0,27,113,FOR,113,0.0
ECR,168299,COD,2024-04-24T12:40:06,45,5,10,8,60,FOR,45,0.25
EPP,168299,COD,2024-04-24T12:40:06,158,0,0,19,158,FOR,158,0.0
GUE/NGL,168299,COD,2024-04-24T12:40:06,14,5,13,5,32,FOR,14,0.5625
Greens/EFA,168299,COD,2024-04-24T12:40:06,63,0,4,5,67,FOR,63,0.05970149253731338
ID,168299,COD,2024-04-24T12:40:06,17,24,8,10,49,AGAINST,24,0.5102040816326531
Non-attached,168299,COD,2024-04-24T12:40:06,15,18,5,12,38,AGAINST,18,0.5263157894736843
Renew,168299,COD,2024-04-24T12:40:06,92,0,4,6,96,FOR,92,0.04166666666666663
S&D,168299,COD,2024-04-24T12:40:06,8,0,117,15,125,ABSTENTION,117,0.06399999999999995
ECR,168301,COD,2024-04-23T12:50:36,53,2,3,10,58,FOR,53,0.08620689655172409
EPP,168301,COD,2024-04-23T12:50:36,149,1,0,27,150,FOR,149,0.00666666666666671
GUE/NGL,168301,COD,2024-04-23T12:50:36,29,0,1,7,30,FOR,29,0.033333333333333326
Greens/EFA,168301,COD,2024-04-23T12:50:36,66,0,0,6,66,FOR,66,0.0
ID,168301,COD,2024-04-23T12:50:36,0,32,16,11,48,AGAINST,32,0.33333333333333337
Non-attached,168301,COD,2024-04-23T12:50:36,28,4,3,15,35,FOR,28,0.19999999999999996
Renew,168301,COD,2024-04-23T12:50:36,92,0,3,7,95,FOR,92,0.03157894736842104
S&D,168301,COD,2024-04-23T12:50:36,120,1,2,17,123,FOR,120,0.024390243902439046
ECR,168305,COD,2024-04-23T12:35:10,11,4,43,10,58,ABSTENTION,43,0.2586206896551724
EPP,168305,COD,2024-04-23T12:35:10,147,0,0,30,147,FOR,147,0.0
GUE/NGL,168305,COD,2024-04-23T12:35:10,29,1,0,7,30,FOR,29,0.033333333333333326
Greens/EFA,168305,COD,2024-04-23T12:35:10,67,0,0,5,67,FOR,67,0.0
ID,168305,COD,2024-04-23T12:35:10,31,5,13,10,49,FOR,31,0.36734693877551017
Non-attached,168305,COD,2024-04-23T12:35:10,29,1,6,14,36,FOR,29,0.19444444444444442
Renew,168305,COD,2024-04-23T12:35:10,92,0,3,7,95,FOR,92,0.03157894736842104
S&D,168305,COD,2024-04-23T12:35:10,127,0,0,13,127,FOR,127,0.0
ECR,168307,COD,2024-04-24T12:50:03,3,57,1,7,61,AGAINST,57,0.06557377049180324
EPP,168307,COD,2024-04-24T12:50:03,55,91,9,22,155,AGAINST,91,0.41290322580645167
GUE/NGL,168307,COD,2024-04-24T12:50:03,28,1,3,5,32,FOR,28,0.125
Greens/EFA,168307,COD,2024-04-24T12:50:03,68,0,0,4,68,FOR,68,0.0
ID,168307,COD,2024-04-24T12:50:03,2,47,1,9,50,AGAINST,47,0.06000000000000005
Non-attached,168307,COD,2024-04-24T12:50:03,16,18,3,13,37,AGAINST,18,0.5135135135135135
Renew,168307,COD,2024-04-24T12:50:03,77,20,1,4,98,FOR,77,0.2142857142857143
S&D,168307,COD,2024-04-24T12:50:03,125,1,1,13,127,FOR,125,0.015748031496062964
ECR,168309,COD,2024-04-24T12:38:57,4,52,5,7,61,AGAINST,52,0.14754098360655743
EPP,168309,COD,2024-04-24T12:38:57,62,92,4,19,158,AGAINST,92,0.4177215189873418
GUE/NGL,168309,COD,2024-04-24T12:38:57,29,0,2,6,31,FOR,29,0.06451612903225812
Greens/EFA,168309,COD,2024-04-24T12:38:57,67,0,0,5,67,FOR,67,0.0
ID,168309,COD,2024-04-24T12:38:57,0,48,0,11,48,AGAINST,48,0.0
Non-attached,168309,COD,2024-04-24T12:38:57,17,17,1,15,35,FOR,17,0.5142857142857142
Renew,168309,COD,2024-04-24T12:38:57,85,7,5,5,97,FOR,85,0.12371134020618557
S&D,168309,COD,2024-04-24T12:38:57,117,9,0,14,126,FOR,117,0.0714285714285714
ECR,168311,COD,2024-04-24T12:39:19,46,5,10,7,61,FOR,46,0.24590163934426235
EPP,168311,COD,2024-04-24T12:39:19,158,1,0,18,159,FOR,158,0.0062893081761006275
GUE/NGL,168311,COD,2024-04-24T12:39:19,10,5,16,6,31,ABSTENTION,16,0.4838709677419355
Greens/EFA,168311,COD,2024-04-24T12:39:19,62,0,4,6,66,FOR,62,0.06060606060606055
ID,168311,COD,2024-04-24T12:39:19,15,33,1,10,49,AGAINST,33,0.326530612244898
Non-attached,168311,COD,2024-04-24T12:39:19,12,19,5,14,36,AGAINST,19,0.4722222222222222
Renew,168311,COD,2024-04-24T12:39:19,94,0,4,4,98,FOR,94,0.04081632653061229
S&D,168311,COD,2024-04-24T12:39:19,11,0,113,16,124,ABSTENTION,113,0.08870967741935487
ECR,168320,COD,2024-04-24T17:42:41,4,34,20,10,58,AGAINST,34,0.4137931034482759
EPP,168320,COD,2024-04-24T17:42:41,143,0,2,32,145,FOR,143,0.01379310344827589
GUE/NGL,168320,COD,2024-04-24T17:42:41,31,0,0,6,31,FOR,31,0.0
Greens/EFA,168320,COD,2024-04-24T17:42:41,65,0,0,7,65,FOR,65,0.0
ID,168320,COD,2024-04-24T17:42:41,0,28,18,13,46,AGAINST,28,0.3913043478260869
Non-attached,168320,COD,2024-04-24T17:42:41,21,6,7,16,34,FOR,21,0.38235294117647056
Renew,168320,COD,2024-04-24T17:42:41,83,8,2,9,93,FOR,83,0.10752688172043012
S&D,168320,COD,2024-04-24T17:42:41,112,0,0,28,112,FOR,112,0.0
ECR,168321,BUD,2024-04-25T12:43:05,46,0,2,20,48,FOR,46,0.04166666666666663
EPP,168321,BUD,2024-04-25T12:43:05,134,0,0,43,134,FOR,134,0.0
GUE/NGL,168321,BUD,2024-04-25T12:43:05,4,12,11,10,27,AGAINST,12,0.5555555555555556
Greens/EFA,168321,BUD,2024-04-25T12:43:05,58,0,1,13,59,FOR,58,0.016949152542372836
ID,168321,BUD,2024-04-25T12:43:05,13,30,0,16,43,AGAINST,30,0.3023255813953488
Non-attached,168321,BUD,2024-04-25T12:43:05,19,11,2,18,32,FOR,19,0.40625
Renew,168321,BUD,2024-04-25T12:43:05,91,0,0,11,91,FOR,91,0.0
S&D,168321,BUD,2024-04-25T12:43:05,100,0,0,40,100,FOR,100,0.0
ECR,168324,COD,2024-04-24T12:31:02,51,7,3,7,61,FOR,51,0.16393442622950816
EPP,168324,COD,2024-04-24T12:31:02,143,14,2,18,159,FOR,143,0.10062893081761004
GUE/NGL,168324,COD,2024-04-24T12:31:02,13,11,8,5,32,FOR,13,0.59375
Greens/EFA,168324,COD,2024-04-24T12:31:02,64,1,2,5,67,FOR,64,0.04477611940298509
ID,168324,COD,2024-04-24T12:31:02,51,0,0,8,51,FOR,51,0.0
Non-attached,168324,COD,2024-04-24T12:31:02,28,3,6,13,37,FOR,28,0.2432432432432432
Renew,168324,COD,2024-04-24T12:31:02,96,1,0,5,97,FOR,96,0.010309278350515427
S&D,168324,COD,2024-04-24T12:31:02,119,0,8,13,127,FOR,119,0.06299212598425197
ECR,168326,COD,2024-04-25T12:43:59,46,0,0,22,46,FOR,46,0.0
EPP,168326,COD,2024-04-25T12:43:59,135,0,0,42,135,FOR,135,0.0
GUE/NGL,168326,COD,2024-04-25T12:43:59,5,21,1,10,27,AGAINST,21,0.2222222222222222
Greens/EFA,168326,COD,2024-04-25T12:43:59,0,5,55,12,60,ABSTENTION,55,0.08333333333333337
ID,168326,COD,2024-04-25T12:43:59,42,0,1,16,43,FOR,42,0.023255813953488413
