party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent
Non-attached,168326,COD,2024-04-25T12:43:59,21,9,1,19,31,FOR,21,0.32258064516129037
Renew,168326,COD,2024-04-25T12:43:59,90,0,1,11,91,FOR,90,0.01098901098901095
S&D,168326,COD,2024-04-25T12:43:59,99,0,1,40,100,FOR,99,0.010000000000000009
ECR,168328,COD,2024-04-23T12:30:25,48,4,7,9,59,FOR,48,0.18644067796610164
EPP,168328,COD,2024-04-23T12:30:25,151,0,0,26,151,FOR,151,0.0
GUE/NGL,168328,COD,2024-04-23T12:30:25,25,0,5,7,30,FOR,25,0.16666666666666663
Greens/EFA,168328,COD,2024-04-23T12:30:25,67,0,0,5,67,FOR,67,0.0
ID,168328,COD,2024-04-23T12:30:25,50,0,0,9,50,FOR,50,0.0
Non-attached,168328,COD,2024-04-23T12:30:25,30,3,3,14,36,FOR,30,0.16666666666666663
Renew,168328,COD,2024-04-23T12:30:25,95,0,0,7,95,FOR,95,0.0
S&D,168328,COD,2024-04-23T12:30:25,128,0,0,12,128,FOR,128,0.0
ECR,168330,COD,2024-04-23T12:32:54,52,5,1,10,58,FOR,52,0.10344827586206895
EPP,168330,COD,2024-04-23T12:32:54,151,0,0,26,151,FOR,151,0.0
GUE/NGL,168330,COD,2024-04-23T12:32:54,0,28,2,7,30,AGAINST,28,0.06666666666666665
Greens/EFA,168330,COD,2024-04-23T12:32:54,62,1,4,5,67,FOR,62,0.07462686567164178
ID,168330,COD,2024-04-23T12:32:54,33,17,0,9,50,FOR,33,0.33999999999999997
Non-attached,168330,COD,2024-04-23T12:32:54,29,5,2,14,36,FOR,29,0.19444444444444442
Renew,168330,COD,2024-04-23T12:32:54,95,0,0,7,95,FOR,95,0.0
S&D,168330,COD,2024-04-23T12:32:54,127,0,0,13,127,FOR,127,0.0
ECR,168332,COD,2024-04-23T12:32:23,45,1,13,9,59,FOR,45,0.23728813559322037
EPP,168332,COD,2024-04-23T12:32:23,149,0,0,28,149,FOR,149,0.0
GUE/NGL,168332,COD,2024-04-23T12:32:23,15,0,15,7,30,FOR,15,0.5
Greens/EFA,168332,COD,2024-04-23T12:32:23,4,0,62,6,66,ABSTENTION,62,0.06060606060606055
ID,168332,COD,2024-04-23T12:32:23,15,34,0,10,49,AGAINST,34,0.30612244897959184
Non-attached,168332,COD,2024-04-23T12:32:23,26,2,8,14,36,FOR,26,0.2777777777777778
Renew,168332,COD,2024-04-23T12:32:23,94,0,0,8,94,FOR,94,0.0
S&D,168332,COD,2024-04-23T12:32:23,127,0,1,12,128,FOR,127,0.0078125
ECR,168334,COD,2024-04-24T17:29:17,34,21,3,10,58,FOR,34,0.4137931034482759
EPP,168334,COD,2024-04-24T17:29:17,150,0,0,27,150,FOR,150,0.0
GUE/NGL,168334,COD,2024-04-24T17:29:17,31,0,0,6,31,FOR,31,0.0
Greens/EFA,168334,COD,2024-04-24T17:29:17,65,0,0,7,65,FOR,65,0.0
ID,168334,COD,2024-04-24T17:29:17,35,1,11,12,47,FOR,35,0.25531914893617025
Non-attached,168334,COD,2024-04-24T17:29:17,29,2,1,18,32,FOR,29,0.09375
Renew,168334,COD,2024-04-24T17:29:17,94,0,0,8,94,FOR,94,0.0
S&D,168334,COD,2024-04-24T17:29:17,113,0,0,27,113,FOR,113,0.0
ECR,168336,COD,2024-04-24T17:51:59,49,8,1,10,58,FOR,49,0.15517241379310343
EPP,168336,COD,2024-04-24T17:51:59,143,0,0,34,143,FOR,143,0.0
GUE/NGL,168336,COD,2024-04-24T17:51:59,24,0,7,6,31,FOR,24,0.22580645161290325
Greens/EFA,168336,COD,2024-04-24T17:51:59,61,0,4,7,65,FOR,61,0.06153846153846154
ID,168336,COD,2024-04-24T17:51:59,14,10,20,15,44,ABSTENTION,20,0.5454545454545454
Non-attached,168336,COD,2024-04-24T17:51:59,24,6,1,19,31,FOR,24,0.22580645161290325
Renew,168336,COD,2024-04-24T17:51:59,89,1,0,12,90,FOR,89,0.011111111111111072
S&D,168336,COD,2024-04-24T17:51:59,109,0,0,31,109,FOR,109,0.0
ECR,168337,COD,2024-04-23T12:35:38,51,1,6,10,58,FOR,51,0.12068965517241381
EPP,168337,COD,2024-04-23T12:35:38,148,0,0,29,148,FOR,148,0.0
GUE/NGL,168337,COD,2024-04-23T12:35:38,1,4,25,7,30,ABSTENTION,25,0.16666666666666663
Greens/EFA,168337,COD,2024-04-23T12:35:38,4,0,63,5,67,ABSTENTION,63,0.05970149253731338
ID,168337,COD,2024-04-23T12:35:38,31,0,19,9,50,FOR,31,0.38
Non-attached,168337,COD,2024-04-23T12:35:38,29,3,4,14,36,FOR,29,0.19444444444444442
Renew,168337,COD,2024-04-23T12:35:38,95,0,0,7,95,FOR,95,0.0
S&D,168337,COD,2024-04-23T12:35:38,125,0,1,14,126,FOR,125,0.007936507936507908
ECR,168338,BUD,2024-04-24T12:53:50,46,14,1,7,61,FOR,46,0.24590163934426235
EPP,168338,BUD,2024-04-24T12:53:50,157,1,0,19,158,FOR,157,0.006329113924050667
GUE/NGL,168338,BUD,2024-04-24T12:53:50,31,0,1,5,32,FOR,31,0.03125
Greens/EFA,168338,BUD,2024-04-24T12:53:50,66,0,0,6,66,FOR,66,0.0
ID,168338,BUD,2024-04-24T12:53:50,40,1,8,10,49,FOR,40,0.18367346938775508
Non-attached,168338,BUD,2024-04-24T12:53:50,34,3,1,12,38,FOR,34,0.10526315789473684
Renew,168338,BUD,2024-04-24T12:53:50,92,5,0,5,97,FOR,92,0.05154639175257736
S&D,168338,BUD,2024-04-24T12:53:50,124,0,1,15,125,FOR,124,0.008000000000000007
ECR,168342,COD,2024-04-24T17:31:59,0,56,2,10,58,AGAINST,56,0.03448275862068961
EPP,168342,COD,2024-04-24T17:31:59,149,0,1,27,150,FOR,149,0.00666666666666671
GUE/NGL,168342,COD,2024-04-24T17:31:59,26,1,4,6,31,FOR,26,0.16129032258064513
Greens/EFA,168342,COD,2024-04-24T17:31:59,66,0,0,6,66,FOR,66,0.0
ID,168342,COD,2024-04-24T17:31:59,1,42,4,12,47,AGAINST,42,0.1063829787234043
Non-attached,168342,COD,2024-04-24T17:31:59,22,11,1,16,34,FOR,22,0.3529411764705882
Renew,168342,COD,2024-04-24T17:31:59,88,5,1,8,94,FOR,88,0.06382978723404253
S&D,168342,COD,2024-04-24T17:31:59,112,0,0,28,112,FOR,112,0.0
ECR,168348,COD,2024-04-24T17:32:55,54,0,4,10,58,FOR,54,0.06896551724137934
EPP,168348,COD,2024-04-24T17:32:55,126,21,1,29,148,FOR,126,0.14864864864864868
GUE/NGL,168348,COD,2024-04-24T17:32:55,0,31,0,6,31,AGAINST,31,0.0
Greens/EFA,168348,COD,2024-04-24T17:32:55,3,58,3,8,64,AGAINST,58,0.09375
ID,168348,COD,2024-04-24T17:32:55,36,0,11,12,47,FOR,36,0.23404255319148937
Non-attached,168348,COD,2024-04-24T17:32:55,23,8,2,17,33,FOR,23,0.303030303030303
Renew,168348,COD,2024-04-24T17:32:55,94,0,0,8,94,FOR,94,0.0
S&D,168348,COD,2024-04-24T17:32:55,112,2,0,26,114,FOR,112,0.01754385964912286
ECR,168350,COD,2024-04-24T17:46:18,52,1,3,12,56,FOR,52,0.0714285714285714
EPP,168350,COD,2024-04-24T17:46:18,142,0,0,35,142,FOR,142,0.0
GUE/NGL,168350,COD,2024-04-24T17:46:18,30,0,1,6,31,FOR,30,0.032258064516129004
Greens/EFA,168350,COD,2024-04-24T17:46:18,65,0,0,7,65,FOR,65,0.0
ID,168350,COD,2024-04-24T17:46:18,38,0,7,14,45,FOR,38,0.15555555555555556
Non-attached,168350,COD,2024-04-24T17:46:18,25,2,4,19,31,FOR,25,0.19354838709677424
Renew,168350,COD,2024-04-24T17:46:18,88,0,3,11,91,FOR,88,0.03296703296703296
S&D,168350,COD,2024-04-24T17:46:18,110,0,1,29,111,FOR,110,0.009009009009009028
ECR,168352,COD,2024-04-24T12:39:43,48,4,9,7,61,FOR,48,0.21311475409836067
EPP,168352,COD,2024-04-24T12:39:43,154,2,0,21,156,FOR,154,0.012820512820512775
GUE/NGL,168352,COD,2024-04-24T12:39:43,15,5,12,5,32,FOR,15,0.53125
Greens/EFA,168352,COD,2024-04-24T12:39:43,62,0,4,6,66,FOR,62,0.06060606060606055
ID,168352,COD,2024-04-24T12:39:43,17,31,1,10,49,AGAINST,31,0.36734693877551017
Non-attached,168352,COD,2024-04-24T12:39:43,13,18,7,12,38,AGAINST,18,0.5263157894736843
Renew,168352,COD,2024-04-24T12:39:43,93,0,4,5,97,FOR,93,0.04123711340206182
S&D,168352,COD,2024-04-24T12:39:43,7,0,120,13,127,ABSTENTION,120,0.055118110236220486
ECR,168353,BUD,2024-04-24T12:54:24,43,13,5,7,61,FOR,43,0.29508196721311475
EPP,168353,BUD,2024-04-24T12:54:24,158,1,0,18,159,FOR,158,0.0062893081761006275
GUE/NGL,168353,BUD,2024-04-24T12:54:24,27,0,5,5,32,FOR,27,0.15625
Greens/EFA,168353,BUD,2024-04-24T12:54:24,67,0,0,5,67,FOR,67,0.0
ID,168353,BUD,2024-04-24T12:54:24,3,9,38,9,50,ABSTENTION,38,0.24
Non-attached,168353,BUD,2024-04-24T12:54:24,31,5,1,13,37,FOR,31,0.16216216216216217
Renew,168353,BUD,2024-04-24T12:54:24,92,5,0,5,97,FOR,92,0.05154639175257736
S&D,168353,BUD,2024-04-24T12:54:24,126,0,0,14,126,FOR,126,0.0
ECR,168354,BUD,2024-04-24T12:54:06,46,14,1,7,61,FOR,46,0.24590163934426235
EPP,168354,BUD,2024-04-24T12:54:06,157,1,0,19,158,FOR,157,0.006329113924050667
GUE/NGL,168354,BUD,2024-04-24T12:54:06,31,0,1,5,32,FOR,31,0.03125
Greens/EFA,168354,BUD,2024-04-24T12:54:06,67,0,0,5,67,FOR,67,0.0
ID,168354,BUD,2024-04-24T12:54:06,48,1,1,9,50,FOR,48,0.040000000000000036
Non-attached,168354,BUD,2024-04-24T12:54:06,35,3,0,12,38,FOR,35,0.07894736842105265
Renew,168354,BUD,2024-04-24T12:54:06,93,5,0,4,98,FOR,93,0.05102040816326525
S&D,168354,BUD,2024-04-24T12:54:06,125,0,0,15,125,FOR,125,0.0
ECR,168389,COD,2024-04-23T12:48:23,34,13,11,10,58,FOR,34,0.4137931034482759
EPP,168389,COD,2024-04-23T12:48:23,85,49,16,27,150,FOR,85,0.43333333333333335
GUE/NGL,168389,COD,2024-04-23T12:48:23,29,0,1,7,30,FOR,29,0.033333333333333326
Greens/EFA,168389,COD,2024-04-23T12:48:23,66,0,1,5,67,FOR,66,0.014925373134328401
ID,168389,COD,2024-04-23T12:48:23,23,8,18,10,49,FOR,23,0.5306122448979591
Non-attached,168389,COD,2024-04-23T12:48:23,31,2,2,15,35,FOR,31,0.11428571428571432
Renew,168389,COD,2024-04-23T12:48:23,70,20,3,9,93,FOR,70,0.24731182795698925
S&D,168389,COD,2024-04-23T12:48:23,121,4,2,13,127,FOR,121,0.047244094488189003
ECR,168422,COD,2024-04-24T13:09:48,30,24,6,8,60,FOR,30,0.5
EPP,168422,COD,2024-04-24T13:09:48,148,3,2,24,153,FOR,148,0.0326797385620915
GUE/NGL,168422,COD,2024-04-24T13:09:48,4,0,28,5,32,ABSTENTION,28,0.125
Greens/EFA,168422,COD,2024-04-24T13:09:48,0,1,67,4,68,ABSTENTION,67,0.014705882352941124
ID,168422,COD,2024-04-24T13:09:48,16,23,9,11,48,AGAINST,23,0.5208333333333333
Non-attached,168422,COD,2024-04-24T13:09:48,18,5,13,14,36,FOR,18,0.5
Renew,168422,COD,2024-04-24T13:09:48,87,5,4,6,96,FOR,87,0.09375
S&D,168422,COD,2024-04-24T13:09:48,113,0,7,20,120,FOR,113,0.05833333333333335
ECR,168424,COD,2024-04-23T12:58:45,52,2,3,11,57,FOR,52,0.08771929824561409
EPP,168424,COD,2024-04-23T12:58:45,150,0,0,27,150,FOR,150,0.0
GUE/NGL,168424,COD,2024-04-23T12:58:45,28,0,0,9,28,FOR,28,0.0
Greens/EFA,168424,COD,2024-04-23T12:58:45,66,0,0,6,66,FOR,66,0.0
ID,168424,COD,2024-04-23T12:58:45,39,0,9,11,48,FOR,39,0.1875
Non-attached,168424,COD,2024-04-23T12:58:45,30,1,2,17,33,FOR,30,0.09090909090909094
Renew,168424,COD,2024-04-23T12:58:45,93,0,0,9,93,FOR,93,0.0
S&D,168424,COD,2024-04-23T12:58:45,126,0,0,14,126,FOR,126,0.0
ECR,168426,CNS,2024-04-23T13:01:05,42,8,7,11,57,FOR,42,0.26315789473684215
EPP,168426,CNS,2024-04-23T13:01:05,138,1,10,28,149,FOR,138,0.0738255033557047
GUE/NGL,168426,CNS,2024-04-23T13:01:05,0,27,1,9,28,AGAINST,27,0.0357142857142857
Greens/EFA,168426,CNS,2024-04-23T13:01:05,4,57,5,6,66,AGAINST,57,0.13636363636363635
ID,168426,CNS,2024-04-23T13:01:05,0,32,16,11,48,AGAINST,32,0.33333333333333337
Non-attached,168426,CNS,2024-04-23T13:01:05,9,24,1,16,34,AGAINST,24,0.2941176470588235
Renew,168426,CNS,2024-04-23T13:01:05,90,2,2,8,94,FOR,90,0.04255319148936165
S&D,168426,CNS,2024-04-23T13:01:05,85,15,22,18,122,FOR,85,0.30327868852459017
ECR,168428,COD,2024-04-24T17:41:36,51,3,3,11,57,FOR,51,0.10526315789473684
EPP,168428,COD,2024-04-24T17:41:36,146,0,0,31,146,FOR,146,0.0
GUE/NGL,168428,COD,2024-04-24T17:41:36,6,16,5,10,27,AGAINST,16,0.40740740740740744
Greens/EFA,168428,COD,2024-04-24T17:41:36,7,0,59,6,66,ABSTENTION,59,0.10606060606060608
ID,168428,COD,2024-04-24T17:41:36,35,0,10,14,45,FOR,35,0.2222222222222222
Non-attached,168428,COD,2024-04-24T17:41:36,27,4,3,16,34,FOR,27,0.20588235294117652
Renew,168428,COD,2024-04-24T17:41:36,93,0,0,9,93,FOR,93,0.0
S&D,168428,COD,2024-04-24T17:41:36,105,0,6,29,111,FOR,105,0.05405405405405406
ECR,168432,COD,2024-04-23T12:48:56,55,2,0,11,57,FOR,55,0.03508771929824561
EPP,168432,COD,2024-04-23T12:48:56,151,0,0,26,151,FOR,151,0.0
GUE/NGL,168432,COD,2024-04-23T12:48:56,30,0,0,7,30,FOR,30,0.0
Greens/EFA,168432,COD,2024-04-23T12:48:56,64,0,0,8,64,FOR,64,0.0
ID,168432,COD,2024-04-23T12:48:56,48,0,0,11,48,FOR,48,0.0
Non-attached,168432,COD,2024-04-23T12:48:56,32,1,2,15,35,FOR,32,0.08571428571428574
Renew,168432,COD,2024-04-23T12:48:56,95,0,0,7,95,FOR,95,0.0
S&D,168432,COD,2024-04-23T12:48:56,127,0,0,13,127,FOR,127,0.0
ECR,168434,NLE,2024-04-23T13:01:46,42,7,9,10,58,FOR,42,0.27586206896551724
EPP,168434,NLE,2024-04-23T13:01:46,134,1,8,34,143,FOR,134,0.06293706293706292
GUE/NGL,168434,NLE,2024-04-23T13:01:46,0,28,1,8,29,AGAINST,28,0.03448275862068961
Greens/EFA,168434,NLE,2024-04-23T13:01:46,4,57,5,6,66,AGAINST,57,0.13636363636363635
ID,168434,NLE,2024-04-23T13:01:46,0,33,15,11,48,AGAINST,33,0.3125
Non-attached,168434,NLE,2024-04-23T13:01:46,7,24,0,19,31,AGAINST,24,0.22580645161290325
Renew,168434,NLE,2024-04-23T13:01:46,86,2,1,13,89,FOR,86,0.0337078651685393
S&D,168434,NLE,2024-04-23T13:01:46,86,14,22,18,122,FOR,86,0.29508196721311475
ECR,168440,COD,2024-04-23T12:58:21,49,1,4,14,54,FOR,49,0.09259259259259256
EPP,168440,COD,2024-04-23T12:58:21,147,0,1,29,148,FOR,147,0.006756756756756799
GUE/NGL,168440,COD,2024-04-23T12:58:21,28,1,0,8,29,FOR,28,0.03448275862068961
Greens/EFA,168440,COD,2024-04-23T12:58:21,66,0,0,6,66,FOR,66,0.0
ID,168440,COD,2024-04-23T12:58:21,0,25,23,11,48,AGAINST,25,0.47916666666666663
Non-attached,168440,COD,2024-04-23T12:58:21,29,4,2,15,35,FOR,29,0.17142857142857137
Renew,168440,COD,2024-04-23T12:58:21,94,0,0,8,94,FOR,94,0.0
S&D,168440,COD,2024-04-23T12:58:21,125,1,1,13,127,FOR,125,0.015748031496062964
ECR,168442,COD,2024-04-23T12:59:40,56,1,0,11,57,FOR,56,0.01754385964912286
EPP,168442,COD,2024-04-23T12:59:40,144,3,0,30,147,FOR,144,0.020408163265306145
GUE/NGL,168442,COD,2024-04-23T12:59:40,25,0,3,9,28,FOR,25,0.1071428571428571
Greens/EFA,168442,COD,2024-04-23T12:59:40,61,0,3,8,64,FOR,61,0.046875
ID,168442,COD,2024-04-23T12:59:40,38,0,5,16,43,FOR,38,0.11627906976744184
Non-attached,168442,COD,2024-04-23T12:59:40,29,1,3,17,33,FOR,29,0.12121212121212122
Renew,168442,COD,2024-04-23T12:59:40,87,1,3,11,91,FOR,87,0.04395604395604391
S&D,168442,COD,2024-04-23T12:59:40,123,1,0,16,124,FOR,123,0.008064516129032251
ECR,168444,COD,2024-04-24T12:53:31,37,15,9,7,61,FOR,37,0.39344262295081966
EPP,168444,COD,2024-04-24T12:53:31,157,1,0,19,158,FOR,157,0.006329113924050667
GUE/NGL,168444,COD,2024-04-24T12:53:31,2,28,1,6,31,AGAINST,28,0.09677419354838712
Greens/EFA,168444,COD,2024-04-24T12:53:31,25,38,4,5,67,AGAINST,38,0.4328358208955224
ID,168444,COD,2024-04-24T12:53:31,1,31,17,10,49,AGAINST,31,0.36734693877551017
Non-attached,168444,COD,2024-04-24T12:53:31,21,15,2,12,38,FOR,21,0.4473684210526315
Renew,168444,COD,2024-04-24T12:53:31,86,9,2,5,97,FOR,86,0.11340206185567014
S&D,168444,COD,2024-04-24T12:53:31,116,5,4,15,125,FOR,116,0.07199999999999995
ECR,168446,COD,2024-04-25T12:43:38,46,1,1,20,48,FOR,46,0.04166666666666663
EPP,168446,COD,2024-04-25T12:43:38,134,0,0,43,134,FOR,134,0.0
GUE/NGL,168446,COD,2024-04-25T12:43:38,3,21,3,10,27,AGAINST,21,0.2222222222222222
Greens/EFA,168446,COD,2024-04-25T12:43:38,53,5,2,12,60,FOR,53,0.1166666666666667
ID,168446,COD,2024-04-25T12:43:38,42,1,0,16,43,FOR,42,0.023255813953488413
Non-attached,168446,COD,2024-04-25T12:43:38,23,5,4,18,32,FOR,23,0.28125
Renew,168446,COD,2024-04-25T12:43:38,91,0,0,11,91,FOR,91,0.0
S&D,168446,COD,2024-04-25T12:43:38,100,0,0,40,100,FOR,100,0.0
ECR,168448,COD,2024-04-23T12:59:12,49,3,5,11,57,FOR,49,0.14035087719298245
EPP,168448,COD,2024-04-23T12:59:12,148,0,2,27,150,FOR,148,0.013333333333333308
GUE/NGL,168448,COD,2024-04-23T12:59:12,30,0,0,7,30,FOR,30,0.0
Greens/EFA,168448,COD,2024-04-23T12:59:12,66,0,0,6,66,FOR,66,0.0
ID,168448,COD,2024-04-23T12:59:12,21,3,24,11,48,ABSTENTION,24,0.5
Non-attached,168448,COD,2024-04-23T12:59:12,22,0,13,15,35,FOR,22,0.37142857142857144
Renew,168448,COD,2024-04-23T12:59:12,93,0,1,8,94,FOR,93,0.010638297872340385
S&D,168448,COD,2024-04-23T12:59:12,126,0,0,14,126,FOR,126,0.0
ECR,168450,COD,2024-04-24T17:35:59,5,16,34,13,55,ABSTENTION,34,0.38181818181818183
EPP,168450,COD,2024-04-24T17:35:59,136,5,5,31,146,FOR,136,0.06849315068493156
GUE/NGL,168450,COD,2024-04-24T17:35:59,30,0,0,7,30,FOR,30,0.0
Greens/EFA,168450,COD,2024-04-24T17:35:59,65,0,1,6,66,FOR,65,0.015151515151515138
ID,168450,COD,2024-04-24T17:35:59,2,29,15,13,46,AGAINST,29,0.3695652173913043
Non-attached,168450,COD,2024-04-24T17:35:59,15,6,11,18,32,FOR,15,0.53125
Renew,168450,COD,2024-04-24T17:35:59,94,0,0,8,94,FOR,94,0.0
S&D,168450,COD,2024-04-24T17:35:59,114,0,0,26,114,FOR,114,0.0
ECR,168452,COD,2024-04-24T17:34:11,57,1,0,10,58,FOR,57,0.017241379310344862
EPP,168452,COD,2024-04-24T17:34:11,139,1,5,32,145,FOR,139,0.04137931034482756
GUE/NGL,168452,COD,2024-04-24T17:34:11,3,27,1,6,31,AGAINST,27,0.12903225806451613
Greens/EFA,168452,COD,2024-04-24T17:34:11,0,63,3,6,66,AGAINST,63,0.045454545454545414
ID,168452,COD,2024-04-24T17:34:11,31,16,0,12,47,FOR,31,0.34042553191489366
Non-attached,168452,COD,2024-04-24T17:34:11,20,7,6,17,33,FOR,20,0.3939393939393939
Renew,168452,COD,2024-04-24T17:34:11,92,1,0,9,93,FOR,92,0.010752688172043001
S&D,168452,COD,2024-04-24T17:34:11,11,2,99,28,112,ABSTENTION,99,0.1160714285714286
ECR,168454,COD,2024-04-24T17:50:36,46,6,6,10,58,FOR,46,0.2068965517241379
EPP,168454,COD,2024-04-24T17:50:36,142,0,0,35,142,FOR,142,0.0
GUE/NGL,168454,COD,2024-04-24T17:50:36,2,12,15,8,29,ABSTENTION,15,0.48275862068965514
Greens/EFA,168454,COD,2024-04-24T17:50:36,61,2,0,9,63,FOR,61,0.031746031746031744
ID,168454,COD,2024-04-24T17:50:36,15,27,2,15,44,AGAINST,27,0.38636363636363635
Non-attached,168454,COD,2024-04-24T17:50:36,22,7,3,18,32,FOR,22,0.3125
Renew,168454,COD,2024-04-24T17:50:36,88,2,0,12,90,FOR,88,0.022222222222222254
S&D,168454,COD,2024-04-24T17:50:36,110,0,0,30,110,FOR,110,0.0
ECR,168456,COD,2024-04-24T17:52:47,20,34,4,10,58,AGAINST,34,0.4137931034482759
EPP,168456,COD,2024-04-24T17:52:47,142,1,0,34,143,FOR,142,0.006993006993006978
GUE/NGL,168456,COD,2024-04-24T17:52:47,24,1,5,7,30,FOR,24,0.19999999999999996
Greens/EFA,168456,COD,2024-04-24T17:52:47,61,0,4,7,65,FOR,61,0.06153846153846154
ID,168456,COD,2024-04-24T17:52:47,15,5,24,15,44,ABSTENTION,24,0.4545454545454546
Non-attached,168456,COD,2024-04-24T17:52:47,22,6,1,21,29,FOR,22,0.24137931034482762
Renew,168456,COD,2024-04-24T17:52:47,88,0,0,14,88,FOR,88,0.0
S&D,168456,COD,2024-04-24T17:52:47,110,0,0,30,110,FOR,110,0.0
ECR,168458,COD,2024-04-24T12:57:06,53,2,6,7,61,FOR,53,0.1311475409836066
EPP,168458,COD,2024-04-24T12:57:06,160,0,0,17,160,FOR,160,0.0
GUE/NGL,168458,COD,2024-04-24T12:57:06,31,0,0,6,31,FOR,31,0.0
Greens/EFA,168458,COD,2024-04-24T12:57:06,68,0,0,4,68,FOR,68,0.0
ID,168458,COD,2024-04-24T12:57:06,36,5,9,9,50,FOR,36,0.28
Non-attached,168458,COD,2024-04-24T12:57:06,35,1,2,12,38,FOR,35,0.07894736842105265
Renew,168458,COD,2024-04-24T12:57:06,98,0,0,4,98,FOR,98,0.0
S&D,168458,COD,2024-04-24T12:57:06,126,0,0,14,126,FOR,126,0.0
ECR,168463,COD,2024-04-24T12:45:00,5,19,37,7,61,ABSTENTION,37,0.39344262295081966
EPP,168463,COD,2024-04-24T12:45:00,131,26,2,18,159,FOR,131,0.17610062893081757
GUE/NGL,168463,COD,2024-04-24T12:45:00,0,31,1,5,32,AGAINST,31,0.03125
Greens/EFA,168463,COD,2024-04-24T12:45:00,3,64,1,4,68,AGAINST,64,0.05882352941176472
ID,168463,COD,2024-04-24T12:45:00,0,34,16,9,50,AGAINST,34,0.31999999999999995
Non-attached,168463,COD,2024-04-24T12:45:00,13,19,5,13,37,AGAINST,19,0.4864864864864865
Renew,168463,COD,2024-04-24T12:45:00,88,7,3,4,98,FOR,88,0.10204081632653061
S&D,168463,COD,2024-04-24T12:45:00,112,13,2,13,127,FOR,112,0.11811023622047245
ECR,168469,COD,2024-04-24T17:50:06,1,56,1,10,58,AGAINST,56,0.03448275862068961
EPP,168469,COD,2024-04-24T17:50:06,140,1,2,34,143,FOR,140,0.020979020979020935
GUE/NGL,168469,COD,2024-04-24T17:50:06,23,1,7,6,31,FOR,23,0.25806451612903225
Greens/EFA,168469,COD,2024-04-24T17:50:06,61,0,4,7,65,FOR,61,0.06153846153846154
ID,168469,COD,2024-04-24T17:50:06,0,44,0,15,44,AGAINST,44,0.0
Non-attached,168469,COD,2024-04-24T17:50:06,11,11,9,19,31,FOR,11,0.6451612903225806
Renew,168469,COD,2024-04-24T17:50:06,86,3,0,13,89,FOR,86,0.0337078651685393
S&D,168469,COD,2024-04-24T17:50:06,111,0,0,29,111,FOR,111,0.0
ECR,168470,COD,2024-04-23T12:37:44,12,1,44,11,57,ABSTENTION,44,0.22807017543859653
EPP,168470,COD,2024-04-23T12:37:44,148,0,1,28,149,FOR,148,0.006711409395973145
GUE/NGL,168470,COD,2024-04-23T12:37:44,26,0,4,7,30,FOR,26,0.1333333333333333
Greens/EFA,168470,COD,2024-04-23T12:37:44,62,0,5,5,67,FOR,62,0.07462686567164178
ID,168470,COD,2024-04-23T12:37:44,16,18,16,9,50,AGAINST,18,0.64
Non-attached,168470,COD,2024-04-23T12:37:44,28,3,5,14,36,FOR,28,0.2222222222222222
Renew,168470,COD,2024-04-23T12:37:44,94,0,0,8,94,FOR,94,0.0
S&D,168470,COD,2024-04-23T12:37:44,125,0,0,15,125,FOR,125,0.0
ECR,168478,COD,2024-04-24T12:43:58,32,26,1,9,59,FOR,32,0.4576271186440678
EPP,168478,COD,2024-04-24T12:43:58,118,27,9,23,154,FOR,118,0.23376623376623373
GUE/NGL,168478,COD,2024-04-24T12:43:58,1,29,1,6,31,AGAINST,29,0.06451612903225812
Greens/EFA,168478,COD,2024-04-24T12:43:58,0,51,12,9,63,AGAINST,51,0.19047619047619047
ID,168478,COD,2024-04-24T12:43:58,45,4,0,10,49,FOR,45,0.08163265306122447
Non-attached,168478,COD,2024-04-24T12:43:58,6,30,2,12,38,AGAINST,30,0.21052631578947367
Renew,168478,COD,2024-04-24T12:43:58,83,8,6,5,97,FOR,83,0.14432989690721654
S&D,168478,COD,2024-04-24T12:43:58,51,63,10,16,124,AGAINST,63,0.49193548387096775
ECR,168481,COD,2024-04-23T12:52:42,3,50,5,10,58,AGAINST,50,0.13793103448275867
EPP,168481,COD,2024-04-23T12:52:42,127,9,13,28,149,FOR,127,0.1476510067114094
GUE/NGL,168481,COD,2024-04-23T12:52:42,30,0,0,7,30,FOR,30,0.0
Greens/EFA,168481,COD,2024-04-23T12:52:42,67,0,0,5,67,FOR,67,0.0
ID,168481,COD,2024-04-23T12:52:42,0,32,16,11,48,AGAINST,32,0.33333333333333337
Non-attached,168481,COD,2024-04-23T12:52:42,17,5,13,15,35,FOR,17,0.5142857142857142
Renew,168481,COD,2024-04-23T12:52:42,85,3,6,8,94,FOR,85,0.0957446808510638
S&D,168481,COD,2024-04-23T12:52:42,126,0,1,13,127,FOR,126,0.007874015748031482
ECR,168483,COD,2024-04-24T17:25:05,58,0,0,10,58,FOR,58,0.0
EPP,168483,COD,2024-04-24T17:25:05,153,0,0,24,153,FOR,153,0.0
GUE/NGL,168483,COD,2024-04-24T17:25:05,30,0,1,6,31,FOR,30,0.032258064516129004
Greens/EFA,168483,COD,2024-04-24T17:25:05,66,0,0,6,66,FOR,66,0.0
ID,168483,COD,2024-04-24T17:25:05,39,8,0,12,47,FOR,39,0.17021276595744683
Non-attached,168483,COD,2024-04-24T17:25:05,30,2,2,16,34,FOR,30,0.11764705882352944
